CUST_CODE,TotalSpend,TotalVisits,TotalSKUs,FirstDate,LastDate,TotalQuantity,TicketSize,total_days,recency,avg_Quantity_per_TotalVisit,Cluster
CUST0000737431,3.83,2,2,2007-02-11,2007-12-28,4,1.915,321,191,2.0,Cluster 0
CUST0000738190,2.41,2,3,2006-11-11,2006-11-12,3,1.205,2,602,1.5,Cluster 0
CUST0000738225,18.98,1,8,2006-09-29,2006-09-29,8,18.98,1,646,8.0,Cluster 0
CUST0000738459,279.1099999999998,16,111,2006-05-08,2008-06-28,226,17.444374999999987,783,8,14.125,Cluster 2
CUST0000738557,195.49,18,55,2006-04-15,2007-01-19,136,10.860555555555557,280,534,7.555555555555555,Cluster 0
CUST0000738587,91.31,8,42,2006-08-05,2007-10-22,66,11.41375,444,258,8.25,Cluster 2
CUST0000738722,84.87,10,55,2006-04-26,2008-02-21,79,8.487,667,136,7.9,Cluster 2
CUST0000738850,92.17999999999999,7,34,2006-11-01,2008-02-09,84,13.168571428571427,466,148,12.0,Cluster 2
CUST0000738968,385.04000000000013,16,101,2007-07-26,2008-03-20,212,24.06500000000001,239,108,13.25,Cluster 2
CUST0000739330,0.8,2,2,2006-10-03,2006-10-19,2,0.4,17,626,1.0,Cluster 0
CUST0000739526,42.71999999999999,6,11,2006-10-07,2008-06-29,23,7.119999999999998,632,7,3.8333333333333335,Cluster 2
CUST0000739648,2.6100000000000003,1,3,2006-08-13,2006-08-13,5,2.6100000000000003,1,693,5.0,Cluster 0
CUST0000740257,639.5400000000008,97,121,2006-04-12,2008-06-29,385,6.593195876288668,810,7,3.9690721649484537,Cluster 2
CUST0000740372,45.900000000000006,2,14,2006-05-22,2008-06-19,52,22.950000000000003,760,17,26.0,Cluster 1
CUST0000740393,191.7699999999998,17,88,2006-11-15,2008-07-05,158,11.280588235294106,599,1,9.294117647058824,Cluster 2
CUST0000740425,9.69,3,2,2006-06-12,2008-06-19,3,3.23,739,17,1.0,Cluster 2
CUST0000740681,11.180000000000003,12,10,2006-09-16,2008-05-27,21,0.931666666666667,620,40,1.75,Cluster 2
CUST0000740753,16.25,3,8,2006-07-28,2006-11-05,12,5.416666666666667,101,609,4.0,Cluster 0
CUST0000741350,5.07,1,4,2007-01-30,2007-01-30,4,5.07,1,523,4.0,Cluster 0
CUST0000741414,57.86,3,4,2007-03-23,2008-05-09,14,19.286666666666665,414,58,4.666666666666667,Cluster 2
CUST0000741458,20.250000000000004,2,11,2007-04-02,2007-07-13,13,10.125000000000002,103,359,6.5,Cluster 0
CUST0000741649,104.71000000000001,14,44,2006-07-21,2008-07-06,68,7.479285714285715,717,0,4.857142857142857,Cluster 2
CUST0000741672,3.08,2,1,2006-05-21,2007-11-06,2,1.54,535,243,1.0,Cluster 2
CUST0000741711,396.3299999999998,15,102,2006-04-19,2008-06-18,264,26.421999999999986,792,18,17.6,Cluster 2
CUST0000741840,7.760000000000002,2,7,2006-08-20,2006-11-19,8,3.880000000000001,92,595,4.0,Cluster 0
CUST0000741858,3.86,1,3,2007-05-19,2007-05-19,3,3.86,1,414,3.0,Cluster 0
CUST0000741930,9.95,3,4,2006-09-01,2007-06-06,13,3.3166666666666664,279,396,4.333333333333333,Cluster 0
CUST0000742065,46.85000000000001,7,30,2006-07-15,2007-07-10,47,6.692857142857144,361,362,6.714285714285714,Cluster 0
CUST0000742085,202.39,14,22,2006-05-04,2008-04-17,143,14.456428571428571,715,80,10.214285714285714,Cluster 2
CUST0000742399,560.8000000000005,37,110,2006-11-14,2008-07-06,374,15.15675675675677,601,0,10.108108108108109,Cluster 2
CUST0000742733,113.67000000000002,8,34,2006-12-03,2008-06-21,94,14.208750000000002,567,15,11.75,Cluster 2
CUST0000742814,54.9,13,30,2006-05-09,2008-06-17,55,4.223076923076923,771,19,4.230769230769231,Cluster 2
CUST0000743591,12.39,1,10,2008-01-19,2008-01-19,12,12.39,1,169,12.0,Cluster 0
CUST0000743682,2.48,2,3,2006-04-16,2007-03-06,3,1.24,325,488,1.5,Cluster 0
CUST0000743898,5.17,2,2,2006-09-10,2006-12-12,7,2.585,94,572,3.5,Cluster 0
CUST0000743903,2097.489999999999,48,403,2006-04-20,2008-06-28,1839,43.69770833333331,801,8,38.3125,Cluster 3
CUST0000744030,0.31,1,1,2007-07-10,2007-07-10,1,0.31,1,362,1.0,Cluster 0
CUST0000744116,165.87000000000006,15,43,2006-08-30,2008-07-05,101,11.058000000000003,676,1,6.733333333333333,Cluster 2
CUST0000744326,25.3,1,1,2006-08-25,2006-08-25,1,25.3,1,681,1.0,Cluster 0
CUST0000744374,211.87000000000032,50,73,2006-04-24,2008-07-06,182,4.237400000000006,805,0,3.64,Cluster 2
CUST0000744797,157.5899999999999,13,86,2006-06-18,2008-04-13,163,12.122307692307684,666,84,12.538461538461538,Cluster 2
CUST0000744848,2.51,1,2,2007-12-21,2007-12-21,2,2.51,1,198,2.0,Cluster 0
CUST0000745016,207.13000000000005,12,72,2006-05-13,2008-05-04,157,17.260833333333338,723,63,13.083333333333334,Cluster 2
CUST0000745448,403.51999999999987,63,121,2006-05-02,2008-07-01,410,6.405079365079363,792,5,6.507936507936508,Cluster 2
CUST0000745547,156.91000000000005,6,49,2006-05-08,2008-04-21,117,26.151666666666674,715,76,19.5,Cluster 2
CUST0000745583,164.01000000000002,24,68,2007-05-14,2008-04-01,148,6.833750000000001,324,96,6.166666666666667,Cluster 2
CUST0000746146,1.21,1,1,2007-10-14,2007-10-14,1,1.21,1,266,1.0,Cluster 0
CUST0000746345,0.98,1,1,2007-01-22,2007-01-22,1,0.98,1,531,1.0,Cluster 0
CUST0000746807,5.71,1,5,2006-08-09,2006-08-09,11,5.71,1,697,11.0,Cluster 0
CUST0000747199,40.78000000000001,3,13,2007-02-25,2008-03-23,33,13.593333333333335,393,105,11.0,Cluster 2
CUST0000747321,143.77000000000004,25,40,2006-06-16,2008-06-13,77,5.750800000000002,729,23,3.08,Cluster 2
CUST0000747324,14.879999999999999,1,6,2008-03-14,2008-03-14,10,14.879999999999999,1,114,10.0,Cluster 0
CUST0000747393,3253.26000000001,444,565,2006-04-24,2008-07-06,2772,7.327162162162185,805,0,6.243243243243243,Cluster 3
CUST0000747842,40.75999999999999,2,15,2007-07-29,2008-05-26,38,20.379999999999995,303,41,19.0,Cluster 2
CUST0000747920,15.230000000000002,1,10,2007-12-13,2007-12-13,22,15.230000000000002,1,206,22.0,Cluster 0
CUST0000748016,2.23,1,2,2007-03-20,2007-03-20,2,2.23,1,474,2.0,Cluster 0
CUST0000748035,29.83999999999999,9,10,2007-04-05,2008-04-06,23,3.3155555555555543,368,91,2.5555555555555554,Cluster 2
CUST0000748379,73.17999999999998,13,43,2006-08-03,2008-06-13,66,5.629230769230768,681,23,5.076923076923077,Cluster 2
CUST0000748920,5.33,4,4,2006-07-12,2008-01-01,5,1.3325,539,187,1.25,Cluster 2
CUST0000748927,6.13,2,6,2006-08-21,2007-11-01,6,3.065,438,248,3.0,Cluster 2
CUST0000749642,3.26,3,3,2006-08-06,2008-03-29,3,1.0866666666666667,602,99,1.0,Cluster 2
CUST0000749731,27.53,1,10,2006-08-02,2006-08-02,14,27.53,1,704,14.0,Cluster 0
CUST0000749748,18.750000000000004,1,14,2008-01-22,2008-01-22,16,18.750000000000004,1,166,16.0,Cluster 0
CUST0000750007,107.85,8,39,2006-04-10,2008-05-26,51,13.48125,778,41,6.375,Cluster 2
CUST0000750015,5.9,2,4,2006-11-18,2006-12-20,4,2.95,33,564,2.0,Cluster 0
CUST0000750601,87.91999999999999,2,29,2006-11-27,2008-04-06,49,43.959999999999994,497,91,24.5,Cluster 1
CUST0000750655,19.48,4,8,2006-06-02,2007-08-13,9,4.87,438,328,2.25,Cluster 0
CUST0000750760,22.39,1,6,2007-08-01,2007-08-01,8,22.39,1,340,8.0,Cluster 0
CUST0000750899,61.449999999999996,2,23,2007-11-05,2007-12-13,35,30.724999999999998,39,206,17.5,Cluster 1
CUST0000751093,2.49,1,1,2006-04-15,2006-04-15,3,2.49,1,813,3.0,Cluster 0
CUST0000751170,394.7399999999997,20,141,2006-10-04,2008-07-02,292,19.736999999999988,638,4,14.6,Cluster 2
CUST0000751202,860.0999999999997,17,182,2006-04-28,2008-07-03,430,50.5941176470588,798,3,25.294117647058822,Cluster 1
CUST0000751265,84.71000000000002,3,42,2006-11-14,2008-01-30,58,28.236666666666675,443,158,19.333333333333332,Cluster 1
CUST0000751461,79.59,2,32,2008-02-07,2008-03-28,55,39.795,51,100,27.5,Cluster 1
CUST0000751735,6.64,1,3,2006-07-02,2006-07-02,5,6.64,1,735,5.0,Cluster 0
CUST0000751815,19.02,1,8,2006-09-01,2006-09-01,16,19.02,1,674,16.0,Cluster 0
CUST0000751850,1792.9800000000014,81,308,2006-07-31,2008-07-03,1743,22.135555555555573,704,3,21.51851851851852,Cluster 3
CUST0000751869,73.12999999999998,10,42,2006-05-21,2008-05-05,75,7.312999999999998,716,62,7.5,Cluster 2
CUST0000752141,4.069999999999999,1,6,2007-07-22,2007-07-22,6,4.069999999999999,1,350,6.0,Cluster 0
CUST0000752269,0.97,1,1,2008-02-16,2008-02-16,1,0.97,1,141,1.0,Cluster 0
CUST0000752293,3.4299999999999997,1,2,2006-07-16,2006-07-16,2,3.4299999999999997,1,721,2.0,Cluster 0
CUST0000753316,0.88,1,1,2006-05-09,2006-05-09,1,0.88,1,789,1.0,Cluster 0
CUST0000753320,2434.330000000005,133,516,2006-04-12,2008-07-01,2275,18.303233082706804,812,5,17.105263157894736,Cluster 3
CUST0000753453,4.42,1,1,2006-04-17,2006-04-17,1,4.42,1,811,1.0,Cluster 0
CUST0000753831,4.56,2,5,2006-08-22,2007-12-01,5,2.28,467,218,2.5,Cluster 2
CUST0000753873,7.21,1,2,2008-01-06,2008-01-06,5,7.21,1,182,5.0,Cluster 0
CUST0000753884,30.76,2,18,2006-11-07,2007-03-26,20,15.38,140,468,10.0,Cluster 0
CUST0000754113,586.9900000000002,55,128,2006-04-11,2008-05-27,556,10.672545454545459,778,40,10.10909090909091,Cluster 2
CUST0000754244,5.37,3,2,2006-11-21,2008-05-20,7,1.79,547,47,2.3333333333333335,Cluster 2
CUST0000754373,2.01,1,1,2008-02-07,2008-02-07,1,2.01,1,150,1.0,Cluster 0
CUST0000754405,462.6900000000008,62,149,2006-04-12,2008-06-30,389,7.4627419354838835,811,6,6.274193548387097,Cluster 2
CUST0000754598,0.92,1,1,2007-08-15,2007-08-15,1,0.92,1,326,1.0,Cluster 0
CUST0000754613,652.2399999999989,18,110,2006-04-12,2008-06-11,365,36.23555555555549,792,25,20.27777777777778,Cluster 1
CUST0000754756,20.32,3,14,2006-12-24,2007-08-21,23,6.773333333333333,241,320,7.666666666666667,Cluster 0
CUST0000755257,1.15,3,2,2006-05-21,2007-04-18,3,0.3833333333333333,333,445,1.0,Cluster 0
CUST0000755368,396.0800000000005,24,106,2006-07-26,2008-06-18,322,16.503333333333355,694,18,13.416666666666666,Cluster 2
CUST0000755461,1167.06,75,161,2006-04-12,2008-07-06,878,15.560799999999999,817,0,11.706666666666667,Cluster 2
CUST0000755565,0.88,1,1,2006-05-22,2006-05-22,1,0.88,1,776,1.0,Cluster 0
CUST0000755592,5.91,2,3,2006-11-21,2007-09-26,3,2.955,310,284,1.5,Cluster 0
CUST0000756074,54.62,3,22,2006-07-03,2008-06-30,55,18.206666666666667,729,6,18.333333333333332,Cluster 2
CUST0000756138,15.94,2,8,2007-02-05,2007-02-20,8,7.97,16,502,4.0,Cluster 0
CUST0000756148,84.52000000000004,7,37,2007-10-15,2008-06-10,62,12.07428571428572,240,26,8.857142857142858,Cluster 2
CUST0000756447,22.289999999999996,6,14,2006-07-28,2008-06-21,30,3.7149999999999994,695,15,5.0,Cluster 2
CUST0000756576,222.42999999999998,33,62,2006-07-19,2008-07-02,98,6.740303030303029,715,4,2.9696969696969697,Cluster 2
CUST0000756664,104.39000000000003,8,66,2007-02-04,2008-02-19,82,13.048750000000004,381,138,10.25,Cluster 2
CUST0000756714,275.7400000000002,22,107,2006-04-17,2008-06-24,248,12.533636363636372,800,12,11.272727272727273,Cluster 2
CUST0000757047,0.92,1,1,2006-10-19,2006-10-19,1,0.92,1,626,1.0,Cluster 0
CUST0000757337,12.83,3,12,2006-12-11,2007-03-25,14,4.276666666666666,105,469,4.666666666666667,Cluster 0
CUST0000757450,36.08,2,22,2006-07-22,2006-10-07,32,18.04,78,638,16.0,Cluster 0
CUST0000757704,5.11,1,4,2006-06-04,2006-06-04,6,5.11,1,763,6.0,Cluster 0
CUST0000757709,1556.3800000000022,148,365,2006-05-23,2008-07-03,1080,10.516081081081095,773,3,7.297297297297297,Cluster 3
CUST0000757747,52.230000000000004,4,20,2006-09-18,2008-05-15,53,13.057500000000001,606,52,13.25,Cluster 2
CUST0000757776,529.8100000000002,15,136,2006-04-24,2008-06-24,462,35.320666666666675,793,12,30.8,Cluster 1
CUST0000757933,0.55,1,2,2006-09-21,2006-09-21,2,0.55,1,654,2.0,Cluster 0
CUST0000757938,1.88,3,3,2007-08-28,2007-12-14,3,0.6266666666666666,109,205,1.0,Cluster 0
CUST0000758000,252.94999999999993,17,109,2006-07-13,2008-06-23,263,14.879411764705878,712,13,15.470588235294118,Cluster 2
CUST0000758019,1.41,3,2,2006-04-11,2008-05-13,3,0.47,764,54,1.0,Cluster 2
CUST0000758027,57.38999999999999,4,29,2006-10-05,2007-10-26,36,14.347499999999998,387,254,9.0,Cluster 2
CUST0000758391,96.95999999999998,14,54,2006-05-09,2008-06-23,92,6.925714285714284,777,13,6.571428571428571,Cluster 2
CUST0000758585,0.69,1,1,2007-09-10,2007-09-10,1,0.69,1,300,1.0,Cluster 0
CUST0000758622,398.25000000000017,145,98,2006-04-30,2008-06-28,284,2.746551724137932,791,8,1.9586206896551723,Cluster 2
CUST0000758706,174.96999999999997,22,49,2006-11-12,2008-06-28,126,7.953181818181817,595,8,5.7272727272727275,Cluster 2
CUST0000759056,0.35,1,1,2007-07-01,2007-07-01,1,0.35,1,371,1.0,Cluster 0
CUST0000759149,1.54,1,1,2006-10-28,2006-10-28,1,1.54,1,617,1.0,Cluster 0
CUST0000759246,1.35,4,3,2006-06-27,2008-05-03,4,0.3375,677,64,1.0,Cluster 2
CUST0000759341,96.03000000000002,2,34,2007-01-04,2007-01-09,64,48.01500000000001,6,544,32.0,Cluster 1
CUST0000759450,98.89999999999999,2,26,2006-12-19,2008-06-21,100,49.449999999999996,551,15,50.0,Cluster 1
CUST0000759711,3.3,2,2,2006-07-21,2007-06-13,4,1.65,328,389,2.0,Cluster 0
CUST0000759750,6.7,3,6,2006-05-23,2006-06-26,11,2.2333333333333334,35,741,3.6666666666666665,Cluster 0
CUST0000759992,19.61,4,8,2007-11-02,2008-04-28,14,4.9025,179,69,3.5,Cluster 2
CUST0000759998,2324.1499999999896,282,348,2006-04-11,2008-07-01,2684,8.24166666666663,813,5,9.5177304964539,Cluster 3
CUST0000760092,26.53,1,7,2006-08-07,2006-08-07,7,26.53,1,699,7.0,Cluster 0
CUST0000760282,1329.0900000000008,91,255,2006-04-15,2008-06-26,947,14.605384615384624,804,10,10.406593406593407,Cluster 3
CUST0000760654,137.38,10,49,2006-05-24,2008-06-01,98,13.738,740,35,9.8,Cluster 2
CUST0000760807,76.44999999999999,6,36,2007-04-26,2008-05-24,81,12.741666666666665,395,43,13.5,Cluster 2
CUST0000761056,6.449999999999999,2,4,2006-07-24,2007-11-14,6,3.2249999999999996,479,235,3.0,Cluster 2
CUST0000761090,102.75000000000003,3,43,2007-08-22,2007-12-23,70,34.25000000000001,124,196,23.333333333333332,Cluster 1
CUST0000761249,1.91,1,1,2008-03-06,2008-03-06,1,1.91,1,122,1.0,Cluster 0
CUST0000761312,25.3,1,1,2007-08-14,2007-08-14,1,25.3,1,327,1.0,Cluster 0
CUST0000761352,361.7099999999999,45,57,2006-04-17,2008-06-20,359,8.037999999999998,796,16,7.977777777777778,Cluster 2
CUST0000761486,14.840000000000002,3,9,2007-11-05,2008-05-25,16,4.946666666666667,203,42,5.333333333333333,Cluster 2
CUST0000761850,0.01,1,1,2007-11-30,2007-11-30,1,0.01,1,219,1.0,Cluster 0
CUST0000761859,1.54,1,1,2007-10-24,2007-10-24,1,1.54,1,256,1.0,Cluster 0
CUST0000761891,106.78000000000002,7,51,2006-06-22,2008-02-03,69,15.254285714285716,592,154,9.857142857142858,Cluster 2
CUST0000762058,21.46,2,2,2007-09-20,2007-10-05,19,10.73,16,275,9.5,Cluster 0
CUST0000762220,2.63,1,4,2006-07-06,2006-07-06,4,2.63,1,731,4.0,Cluster 0
CUST0000762274,0.34,1,1,2006-08-11,2006-08-11,1,0.34,1,695,1.0,Cluster 0
CUST0000762561,4.74,4,4,2006-12-20,2007-04-24,7,1.185,126,439,1.75,Cluster 0
CUST0000762619,2.99,3,3,2006-09-17,2008-05-20,5,0.9966666666666667,612,47,1.6666666666666667,Cluster 2
CUST0000762781,606.8300000000002,70,117,2006-04-19,2008-07-01,775,8.669000000000002,805,5,11.071428571428571,Cluster 2
CUST0000762817,2439.3699999999935,68,487,2006-06-05,2008-05-22,2020,35.87308823529402,718,45,29.705882352941178,Cluster 3
CUST0000763189,6.1,1,4,2007-09-21,2007-09-21,7,6.1,1,289,7.0,Cluster 0
CUST0000763517,1.88,1,1,2006-06-02,2006-06-02,1,1.88,1,765,1.0,Cluster 0
CUST0000763612,92.43,5,34,2006-08-21,2008-02-14,60,18.486,543,143,12.0,Cluster 2
CUST0000763816,3.04,1,1,2006-09-15,2006-09-15,1,3.04,1,660,1.0,Cluster 0
CUST0000764003,4.25,3,3,2006-09-11,2008-06-27,5,1.4166666666666667,656,9,1.6666666666666667,Cluster 2
CUST0000764200,18.080000000000005,7,7,2006-10-08,2008-06-29,15,2.5828571428571436,631,7,2.142857142857143,Cluster 2
CUST0000764473,1.91,1,1,2007-06-22,2007-06-22,1,1.91,1,380,1.0,Cluster 0
CUST0000764680,4.0,5,5,2007-06-16,2008-04-25,6,0.8,315,72,1.2,Cluster 2
CUST0000764951,165.73,1,22,2007-09-06,2007-09-06,61,165.73,1,304,61.0,Cluster 1
CUST0000765119,622.2799999999995,38,107,2006-04-20,2008-07-06,316,16.375789473684197,809,0,8.31578947368421,Cluster 2
CUST0000765440,54.15000000000001,11,30,2006-09-15,2008-06-17,46,4.922727272727274,642,19,4.181818181818182,Cluster 2
CUST0000765552,1.4100000000000001,2,2,2007-07-30,2007-09-08,2,0.7050000000000001,41,302,1.0,Cluster 0
CUST0000765701,6.379999999999999,1,5,2007-11-22,2007-11-22,7,6.379999999999999,1,227,7.0,Cluster 0
CUST0000766149,257.62000000000006,22,70,2006-10-03,2008-05-17,151,11.710000000000003,593,50,6.863636363636363,Cluster 2
CUST0000766572,6.48,1,2,2006-06-06,2006-06-06,2,6.48,1,761,2.0,Cluster 0
CUST0000766708,0.85,1,1,2008-04-04,2008-04-04,1,0.85,1,93,1.0,Cluster 0
CUST0000766785,14.28,2,1,2007-12-02,2008-06-24,6,7.14,206,12,3.0,Cluster 2
CUST0000766797,113.96,8,50,2006-07-27,2008-07-06,89,14.245,711,0,11.125,Cluster 2
CUST0000767071,14.77,1,11,2006-11-14,2006-11-14,11,14.77,1,600,11.0,Cluster 0
CUST0000767243,1036.5500000000004,63,222,2006-07-11,2008-06-10,1005,16.45317460317461,701,26,15.952380952380953,Cluster 2
CUST0000767245,16.68,1,11,2008-04-02,2008-04-02,11,16.68,1,95,11.0,Cluster 0
CUST0000767282,227.15,13,54,2006-06-25,2008-06-30,106,17.473076923076924,737,6,8.153846153846153,Cluster 2
CUST0000768379,3.16,3,3,2006-06-23,2007-09-12,3,1.0533333333333335,447,298,1.0,Cluster 0
CUST0000768567,107.53,5,27,2006-06-12,2007-09-30,58,21.506,476,280,11.6,Cluster 2
CUST0000768680,168.42000000000007,14,43,2006-08-25,2008-06-04,109,12.030000000000005,650,32,7.785714285714286,Cluster 2
CUST0000768789,76.11999999999998,33,32,2006-05-16,2008-06-25,89,2.3066666666666658,772,11,2.696969696969697,Cluster 2
CUST0000769285,3.44,1,3,2006-06-07,2006-06-07,3,3.44,1,760,3.0,Cluster 0
CUST0000769480,2.57,1,2,2007-11-01,2007-11-01,2,2.57,1,248,2.0,Cluster 0
CUST0000769635,1328.5699999999897,236,317,2006-04-17,2008-07-06,1395,5.629533898305041,812,0,5.911016949152542,Cluster 3
CUST0000769673,40.7,7,19,2006-07-09,2008-04-01,42,5.814285714285715,633,96,6.0,Cluster 2
CUST0000769822,6.930000000000001,5,7,2007-05-10,2008-06-30,16,1.3860000000000001,418,6,3.2,Cluster 2
CUST0000770037,34.55,7,12,2006-05-20,2007-03-04,22,4.935714285714285,289,490,3.142857142857143,Cluster 0
CUST0000770204,3.5899999999999994,6,4,2007-05-04,2008-05-18,8,0.5983333333333333,381,49,1.3333333333333333,Cluster 2
CUST0000770325,22.340000000000003,1,15,2006-08-16,2006-08-16,19,22.340000000000003,1,690,19.0,Cluster 0
CUST0000770451,503.7700000000002,52,189,2006-04-29,2008-06-28,430,9.68788461538462,792,8,8.26923076923077,Cluster 2
CUST0000770636,1.39,1,1,2008-01-01,2008-01-01,1,1.39,1,187,1.0,Cluster 0
CUST0000770701,170.83999999999997,5,44,2006-05-01,2007-12-12,116,34.16799999999999,591,207,23.2,Cluster 1
CUST0000770745,1.12,1,2,2007-10-18,2007-10-18,2,1.12,1,262,2.0,Cluster 0
CUST0000770764,19.279999999999994,2,7,2007-06-28,2008-06-22,14,9.639999999999997,361,14,7.0,Cluster 2
CUST0000770821,142.43,4,68,2006-06-03,2008-03-03,98,35.6075,640,125,24.5,Cluster 1
CUST0000770969,62.449999999999996,20,28,2006-06-06,2008-07-05,75,3.1224999999999996,761,1,3.75,Cluster 2
CUST0000771206,15.510000000000002,7,9,2006-06-03,2008-05-15,13,2.2157142857142857,713,52,1.8571428571428572,Cluster 2
CUST0000771327,2.7199999999999998,1,2,2006-11-21,2006-11-21,2,2.7199999999999998,1,593,2.0,Cluster 0
CUST0000771481,788.4899999999992,34,101,2006-05-16,2008-05-27,761,23.190882352941152,743,40,22.38235294117647,Cluster 2
CUST0000771745,23.09,3,6,2006-11-30,2008-05-22,18,7.696666666666666,540,45,6.0,Cluster 2
CUST0000771768,1739.949999999999,276,428,2006-04-14,2008-07-06,1510,6.304166666666663,815,0,5.471014492753623,Cluster 3
CUST0000771781,663.5499999999989,245,108,2006-04-13,2008-07-03,546,2.708367346938771,813,3,2.2285714285714286,Cluster 2
CUST0000772115,1.4,1,1,2006-07-05,2006-07-05,1,1.4,1,732,1.0,Cluster 0
CUST0000772225,0.31,1,1,2008-01-28,2008-01-28,1,0.31,1,160,1.0,Cluster 0
CUST0000772972,4.67,1,3,2006-04-15,2006-04-15,3,4.67,1,813,3.0,Cluster 0
CUST0000773032,278.3299999999999,28,96,2006-04-20,2008-05-27,241,9.94035714285714,769,40,8.607142857142858,Cluster 2
CUST0000773182,0.93,1,1,2006-04-10,2006-04-10,1,0.93,1,818,1.0,Cluster 0
CUST0000773226,166.83999999999992,25,40,2006-05-03,2008-04-25,150,6.673599999999997,724,72,6.0,Cluster 2
CUST0000773264,6.9399999999999995,1,3,2007-12-10,2007-12-10,3,6.9399999999999995,1,209,3.0,Cluster 0
CUST0000773269,1.54,1,1,2007-06-12,2007-06-12,1,1.54,1,390,1.0,Cluster 0
CUST0000773456,19.29,15,14,2006-05-20,2008-03-04,27,1.286,655,124,1.8,Cluster 2
CUST0000773486,3.33,1,1,2007-02-13,2007-02-13,3,3.33,1,509,3.0,Cluster 0
CUST0000773551,114.29000000000002,35,35,2007-07-15,2008-06-21,116,3.265428571428572,343,15,3.3142857142857145,Cluster 2
CUST0000773601,46.379999999999995,4,17,2006-05-11,2007-12-17,30,11.594999999999999,586,202,7.5,Cluster 2
CUST0000773738,27.32,7,11,2006-04-14,2008-06-03,31,3.902857142857143,782,33,4.428571428571429,Cluster 2
CUST0000773965,6.22,2,5,2007-07-09,2008-02-23,7,3.11,230,134,3.5,Cluster 0
CUST0000774121,37.02000000000001,4,9,2007-01-23,2008-04-18,26,9.255000000000003,452,79,6.5,Cluster 2
CUST0000774135,110.75999999999996,11,55,2006-10-06,2008-05-18,99,10.069090909090905,591,49,9.0,Cluster 2
CUST0000774171,2048.2699999999977,278,378,2006-04-10,2008-07-03,1675,7.367877697841719,816,3,6.025179856115108,Cluster 3
CUST0000774174,0.67,1,1,2007-04-30,2007-04-30,1,0.67,1,433,1.0,Cluster 0
CUST0000774194,2.1,2,1,2007-04-03,2008-06-10,6,1.05,435,26,3.0,Cluster 2
CUST0000774241,81.21,20,64,2006-06-30,2008-07-02,92,4.060499999999999,734,4,4.6,Cluster 2
CUST0000774348,9.329999999999998,3,8,2007-09-05,2008-05-23,24,3.1099999999999994,262,44,8.0,Cluster 2
CUST0000774376,31.459999999999997,4,13,2006-09-25,2006-10-01,19,7.864999999999999,7,644,4.75,Cluster 0
CUST0000774398,0.42,2,1,2006-07-18,2008-06-30,2,0.21,714,6,1.0,Cluster 2
CUST0000774516,34.71000000000001,1,26,2007-05-19,2007-05-19,37,34.71000000000001,1,414,37.0,Cluster 1
CUST0000774572,4.83,2,5,2006-08-16,2007-06-17,5,2.415,306,385,2.5,Cluster 0
CUST0000774693,13.04,3,8,2006-10-23,2008-02-03,12,4.346666666666667,469,154,4.0,Cluster 2
CUST0000774938,197.92999999999992,33,89,2007-06-11,2008-06-08,185,5.997878787878785,364,28,5.606060606060606,Cluster 2
CUST0000775073,13.760000000000002,2,12,2006-09-26,2006-09-29,17,6.880000000000001,4,646,8.5,Cluster 0
CUST0000775371,3.62,2,2,2007-08-26,2008-06-30,4,1.81,310,6,2.0,Cluster 2
CUST0000775541,676.0999999999988,12,244,2006-04-27,2008-04-09,488,56.34166666666656,714,88,40.666666666666664,Cluster 1
CUST0000775627,0.83,1,1,2008-02-18,2008-02-18,1,0.83,1,139,1.0,Cluster 0
CUST0000776119,353.17999999999995,44,44,2006-04-11,2008-07-06,88,8.02681818181818,818,0,2.0,Cluster 2
CUST0000776274,247.5300000000001,7,74,2006-05-22,2008-05-05,151,35.36142857142858,715,62,21.571428571428573,Cluster 1
CUST0000776350,10.629999999999999,1,6,2007-11-06,2007-11-06,10,10.629999999999999,1,243,10.0,Cluster 0
CUST0000776878,0.31,1,1,2006-05-23,2006-05-23,1,0.31,1,775,1.0,Cluster 0
CUST0000777447,5.8,1,4,2006-07-29,2006-07-29,6,5.8,1,708,6.0,Cluster 0
CUST0000777534,13.3,4,11,2006-06-19,2007-10-23,11,3.325,492,257,2.75,Cluster 2
CUST0000777781,1306.0400000000022,76,187,2006-04-26,2008-07-06,1166,17.18473684210529,803,0,15.342105263157896,Cluster 2
CUST0000777817,64.16000000000003,15,22,2006-07-10,2008-07-02,43,4.277333333333335,724,4,2.8666666666666667,Cluster 2
CUST0000777978,0.42,1,1,2007-07-14,2007-07-14,1,0.42,1,358,1.0,Cluster 0
CUST0000778112,4071.0400000000177,71,77,2006-04-15,2008-07-02,4196,57.33859154929603,810,4,59.098591549295776,Cluster 3
CUST0000778495,1.27,1,2,2007-08-26,2007-08-26,2,1.27,1,315,2.0,Cluster 0
CUST0000778529,0.86,1,1,2007-11-03,2007-11-03,1,0.86,1,246,1.0,Cluster 0
CUST0000778636,43.92,5,6,2007-09-25,2008-03-17,17,8.784,175,111,3.4,Cluster 0
CUST0000778654,3570.1299999999965,298,613,2006-04-10,2008-07-05,2736,11.980302013422808,818,1,9.181208053691275,Cluster 3
CUST0000778666,13.920000000000002,2,5,2007-10-21,2008-04-14,14,6.960000000000001,177,83,7.0,Cluster 2
